license_plate,status,platform,created_at,shipped_at,sold_price,country,channel_ref,platform_fee
BW221109093327,shipped,Bol,2021-06-19T16:07:08,2021-06-20T19:52:56,47.07,NETHERLANDS,CHFV-W826-UF3F,4.42
BW221109093238,shipped,Bol,2021-06-19T16:06:52,2021-06-20T16:37:59,224.64,NETHERLANDS,5L2R-PH5W-KB81,19.31
BW221109093209,shipped,Bol,2021-06-19T16:06:28,2021-06-20T16:36:09,31.22,BELGIUM,3V8K-2BP9-0BBU,3.64
BW221109093199,shipped,Bol,2021-06-19T16:05:56,2021-06-20T19:58:03,17.98,NETHERLANDS,4QF1-V34H-JLPC,4.26
BW221109093194,shipped,Bol,2021-06-19T16:05:15,2021-06-20T16:36:07,87.27,BELGIUM,QUDN-DCAJ-05A5,7.34
BW221109093147,shipped,Bol,2021-06-19T15:55:25,2021-06-20T19:52:56,58.21,NETHERLANDS,AU9H-AXHV-CLE7,11.57
BW221109093109,shipped,Bol,2021-06-19T15:55:06,2021-06-20T19:52:56,40.61,NETHERLANDS,L2N3-18Y2-KXWB,3.95
BW221109092974,shipped,Bol,2021-06-19T15:54:40,2021-06-20T16:36:07,80.59,BELGIUM,29X1-5X26-4JBP,7.83
BW221109092949,shipped,Ebay,2021-06-19T15:54:40,2021-06-20T16:36:07,73.86,BELGIUM,Y6NL-8RGG-GFFQ,6.13
BW221109092929,shipped,Bol,2021-06-19T15:54:18,2021-06-20T19:52:55,47.41,NETHERLANDS,A3WF-H9WW-B0EA,4.47
BW221109092877,shipped,Amazon,2021-06-19T15:50:19,2021-06-20T14:00:49,65.21,GERMANY,CGLE-R1EN-PCPN,12.09
BW221109092875,shipped,Bol,2021-06-19T15:47:49,2021-06-20T19:52:55,45.77,NETHERLANDS,45EB-7THG-0WWF,9.31
BW221109092814,shipped,Bol,2021-06-19T15:47:33,2021-06-20T19:52:53,65.54,NETHERLANDS,BFM7-BPB2-KR9L,8.68
BW221109092781,shipped,Bol,2021-07-04T19:40:03,2021-07-05T20:17:09,202.43,NETHERLANDS,REHG-LN74-BV56,15.25
BW221109092706,shipped,Bol,2021-06-19T15:41:17,2021-06-20T16:35:41,26.23,NETHERLANDS,2CUQ-QU5N-YA1W,4.9
BW221109092675,shipped,Bol,2021-06-19T15:40:58,2021-06-20T19:52:52,42.6,NETHERLANDS,UQM2-RBWA-MM06,7.12
BW221109092628,shipped,Bol,2021-06-19T15:40:42,2021-06-20T19:52:53,55.25,NETHERLANDS,3PP1-2PWT-LV2V,11.03
BW221109092613,shipped,Bol,2021-06-19T15:40:18,2021-06-20T19:52:52,62.99,NETHERLANDS,EFJ2-L2F4-GC6L,8.62
BW221109092488,shipped,Amazon,2021-06-19T15:36:17,2021-06-20T14:00:45,147.45,FRANCE,0UB5-QHQ6-3R23,23.69
BW221109092471,shipped,Bol,2021-06-19T15:33:49,2021-06-20T19:52:50,24.99,NETHERLANDS,5UCD-VCXV-DUD4,5.54
BW221109092401,shipped,Bol,2021-06-19T15:33:30,2021-06-20T20:05:25,96.72,NETHERLANDS,5136-KKR7-ML6Q,18.55
BW221109092396,shipped,Bol,2021-06-19T15:33:11,2021-06-20T19:52:51,73.28,NETHERLANDS,15XW-KWM7-Y9CM,14.3
BW221109092261,shipped,Bva NL,2021-07-03T16:45:06,2021-07-05T19:55:30,12.87,NETHERLANDS,9ba1cf10-9ed4-47f5-3d14-08d93ddaf1e8,
BW221109092257,shipped,Bol,2021-12-23T12:04:44,2021-12-23T16:26:12,79.8,NETHERLANDS,95CG-H6KQ-0BXF,15.48
BW221109092253,shipped,Amazon,2021-06-19T15:22:33,2021-06-20T16:35:54,89.39,FRANCE,557Q-X13J-M26P,16.05
BW221109092235,shipped,Amazon,2021-06-19T15:22:33,2021-06-20T14:00:43,28.5,FRANCE,7B5M-ULV3-8EQ9,5.28
BW221109092152,shipped,Amazon,2021-06-19T15:22:27,2021-06-20T16:36:19,154.75,GERMANY,V186-0782-UV1C,13.1
BW221109092133,shipped,Bol,2021-06-19T15:19:08,2021-06-20T19:52:52,142.87,NETHERLANDS,TP48-W20E-2KB2,13.37
BW221109092108,shipped,Amazon,2021-06-19T15:15:08,2021-06-20T16:35:52,154.75,GERMANY,DTYJ-UXQ3-CQJR,13.1
BW221109092087,shipped,Bol,2021-06-19T15:12:10,2021-06-20T19:52:51,67.83,NETHERLANDS,TJAC-QT86-9QP1,13.31
BW221109092076,shipped,Bol,2021-06-19T15:11:58,2021-06-20T16:35:45,282.7,NETHERLANDS,DCXX-H464-2EUG,15.42
BW221109091951,shipped,Bol,2021-06-19T15:05:30,2021-06-20T19:52:49,162.67,NETHERLANDS,DJ0M-VQ2B-7GMQ,30.52
BW221109091935,shipped,Bol,2021-06-19T15:05:12,2021-06-20T16:37:57,14.88,BELGIUM,9C0D-U2GM-T8K2,1.56
BW221109091835,shipped,Bva NL,2021-09-23T14:53:25,2021-09-23T16:26:46,8.19,NETHERLANDS,cd29d111-7bdb-4814-e28a-08d97cc3b1de,
BW221109091832,shipped,Bol,2022-01-10T19:18:46,2022-01-11T15:17:51,189.67,BELGIUM,2VE5-73PK-GH2J,14.77
BW221109091805,shipped,Amazon,2021-06-19T14:57:11,2021-06-20T14:00:39,113.07,BELGIUM,RJ1E-7FDL-PPQF,18.48
BW221109091782,shipped,Bol,2021-06-19T14:54:31,2021-06-20T18:00:27,155.37,NETHERLANDS,RU0W-W9PF-0A1W,23.56
BW221109091779,shipped,Amazon,2021-06-19T14:50:16,2021-06-20T14:00:46,173.85,FRANCE,7X7C-Q0GG-03L8,15.04
BW221109091669,shipped,Bol,2021-06-19T14:47:35,2021-06-20T19:52:54,19.52,NETHERLANDS,J3WL-3HYU-PQEQ,2.42
BW221109091654,shipped,Bol,2021-06-19T14:47:14,2021-06-20T14:03:28,31.93,BELGIUM,D4HL-P2BW-5U1J,3.32
BW221109091607,shipped,Amazon,2021-06-19T14:43:13,2021-06-20T14:00:54,41,FRANCE,10XU-3M5F-G5BG,3.55
BW221109091584,shipped,Bol,2021-06-19T14:41:52,2021-06-20T16:35:40,46.59,BELGIUM,5TDT-T4E6-RF7A,6.38
BW221109091554,shipped,Bol,2021-06-19T14:41:14,2021-06-20T19:52:47,112.32,NETHERLANDS,0ABP-UGWM-56F5,9.15
BW221109091511,shipped,Ebay,2021-06-19T14:40:45,2021-06-20T14:00:35,130.41,GERMANY,H25K-UJ87-0Y1R,16.07
BW221109091479,shipped,Ebay,2021-06-19T14:40:45,2021-06-20T14:00:35,95.49,GERMANY,QG7Q-QNK3-98L4,5.98
BW221109091427,shipped,Bol,2021-06-19T14:40:32,2021-06-20T16:37:57,92.31,BELGIUM,HLYF-WT05-XTGJ,17.75
BW221109091422,shipped,Bol,2021-06-19T14:40:16,2021-06-20T19:52:48,78.68,NETHERLANDS,21NU-3U66-09LW,13.38
BW221109091385,shipped,Bol,2021-06-19T14:34:14,2021-06-20T19:52:49,75.1,NETHERLANDS,K115-7X3G-M10W,7.36
BW221109091371,shipped,Bol,2021-06-19T14:34:05,2021-06-20T16:36:04,40.91,BELGIUM,EH1P-1DCG-0EL0,3.97
BW221109091355,shipped,Ebay,2021-06-19T14:33:39,2021-06-20T14:00:55,57.54,GERMANY,HJDM-1HYJ-8QE3,6.66
BW221109091299,shipped,Ebay,2021-06-19T14:33:39,2021-06-20T14:00:55,63.7,GERMANY,9MEC-U7HQ-6A2T,4.09
BW221109091245,shipped,Bol,2021-06-19T14:33:32,2021-06-20T19:52:49,50.31,NETHERLANDS,4X4B-JM11-DPQ1,7.09
BW221109091154,shipped,Bol,2021-06-19T14:33:21,2021-06-20T19:52:48,50.36,NETHERLANDS,4BYJ-WBNM-GY69,5.27
BW221109091112,shipped,Bol,2021-08-19T15:18:43,2021-08-19T19:54:39,229.18,NETHERLANDS,1QBX-PDV7-LAUM,19.64
BW221109091106,shipped,Amazon,2021-06-19T14:29:11,2021-06-20T16:35:38,94.52,FRANCE,55WF-9LTD-LX9B,17.52
BW221109091087,shipped,Amazon,2021-06-19T14:29:08,2021-06-20T14:00:47,33.08,GERMANY,5TM3-UAKM-C31C,6.36
BW221109091077,shipped,Bol,2021-06-19T14:27:28,2021-06-20T19:52:46,155.37,NETHERLANDS,MDVM-2PDA-66GT,23.56
BW221109091075,shipped,Bol,2021-06-19T14:26:52,2021-06-20T16:35:56,206.78,NETHERLANDS,8ARB-ULHP-6W5J,12.08
BW221109091046,shipped,Ebay,2021-06-19T14:26:45,2021-06-20T16:36:08,315.43,GERMANY,A9Y7-3Q5A-D683,15
BW221109091019,shipped,Ebay,2021-06-19T14:26:45,2021-06-20T14:00:48,84.3,GERMANY,966W-DWXL-TWQ3,5.32
BW221109091009,shipped,Bol,2021-06-19T14:26:29,2021-06-20T14:00:47,33.02,NETHERLANDS,PFV6-M7BN-RTXR,4.87
BW221109091007,shipped,Bol,2021-06-19T14:26:08,2021-06-20T19:52:43,136.43,NETHERLANDS,448H-KLX0-DY27,12.56
BW221109090969,shipped,Ebay,2021-06-19T14:19:46,2021-06-20T16:36:04,339.69,GERMANY,MVED-GEVA-RKP9,36.88
BW221109090962,shipped,Ebay,2021-06-19T14:19:46,2021-06-20T14:00:35,94.28,GERMANY,A090-6E10-KAQW,10.6
BW221109090951,shipped,Bol,2021-08-19T12:04:46,2021-08-19T19:47:26,63.96,NETHERLANDS,5RF9-W5DN-T4DD,12.61
BW221109090912,shipped,Bol,2021-06-19T14:19:18,2021-06-20T16:36:06,43.41,NETHERLANDS,3TCG-QBMD-JN1V,4.15
BW221109090902,shipped,Amazon,2021-06-19T14:15:18,2021-06-20T16:35:43,38.33,FRANCE,WC0A-R3TA-0CMR,7.11
BW221109090898,shipped,Amazon,2021-06-19T14:15:18,2021-06-20T14:00:33,32.92,FRANCE,9TNN-EW5F-43CJ,6.1
BW221109090869,shipped,Amazon,2021-06-19T14:15:18,2021-06-20T14:00:40,119.92,FRANCE,NA3M-68Q2-BKN7,10.38
BW221109090838,shipped,Bol,2021-06-19T14:12:39,2021-06-20T19:55:29,105.55,NETHERLANDS,3MMP-EE48-8MC6,10.58
BW221109090825,shipped,Bol,2021-06-19T14:12:20,2021-06-20T19:55:32,100.07,NETHERLANDS,QQYE-XY62-3WFX,9.05
BW221109090816,shipped,Bol,2021-06-19T14:06:57,2021-06-20T16:37:57,23.87,BELGIUM,DUDK-Q6LA-MRB0,4.73
BW221109090806,shipped,Bol,2021-06-19T14:06:36,2021-06-20T19:55:33,40.11,NETHERLANDS,1QF3-LHC7-5JTU,3.91
BW221109090791,shipped,Bol,2021-06-19T14:06:12,2021-06-20T19:55:27,70.15,NETHERLANDS,J749-PL4P-GMDC,5.24
BW221109090762,shipped,Bol,2021-06-19T14:05:54,2021-06-20T16:35:44,83.31,BELGIUM,LBTP-B30E-7PU8,8.06
BW221109090753,shipped,Bol,2021-06-19T14:05:34,2021-06-20T19:50:29,95.55,NETHERLANDS,9A6C-KH06-NQWK,8.78
BW221109090716,shipped,Bol,2021-06-19T14:05:15,2021-06-20T19:55:28,43.08,NETHERLANDS,K38K-HAK7-EFY0,8.82
BW221109090627,shipped,Bol,2021-06-19T13:55:50,2021-06-20T19:51:39,41.78,BELGIUM,H9WM-D2FK-KD88,6.03
BW221109090599,shipped,Bol,2021-06-19T13:55:22,2021-06-20T19:55:31,22.43,NETHERLANDS,EJJV-VJ8U-AEYR,2.63
BW221109090588,shipped,Bol,2021-06-19T13:55:03,2021-06-20T16:35:56,44.38,NETHERLANDS,MY4W-QNDV-F9XW,4.22
BW221109090468,shipped,Bol,2021-06-19T13:54:47,2021-06-20T14:00:57,59.45,NETHERLANDS,01FB-6E87-RB8V,6.04
BW221109090445,shipped,Bol,2021-06-19T13:54:23,2021-06-20T19:51:39,126.42,BELGIUM,1DNJ-GL7A-4ACU,12.18
BW221109090393,shipped,Bol,2021-08-23T20:54:00,2021-08-24T14:07:25,42.74,NETHERLANDS,H0V4-5AWR-CA3P,8.76
BW221109090363,shipped,Ebay,2021-06-19T13:47:43,2021-06-20T16:35:58,256.36,GERMANY,CJ9A-RNMR-YDWM,15
BW221109090353,shipped,Ebay,2021-06-19T13:47:43,2021-06-20T14:01:08,63.32,AUSTRIA,VPYD-LJ9P-Y4FN,4.35
BW221109090314,shipped,Bol,2021-06-19T13:47:09,2021-06-20T19:55:29,25.54,NETHERLANDS,441A-T6BA-22Y9,5.64
BW221109090298,shipped,Bol,2021-08-23T20:05:09,2021-08-24T14:07:11,27.87,NETHERLANDS,TN1H-668A-D016,6.06
BW221109090294,shipped,Bol,2021-06-19T13:41:58,2021-06-20T19:50:28,71.93,NETHERLANDS,LF3E-L33B-E289,7.35
BW221109090255,shipped,Bol,2021-08-19T11:46:59,2021-08-19T19:47:04,81.78,NETHERLANDS,7CQV-9E2X-Y9JU,7.93
BW221109090247,shipped,Bol,2021-06-19T13:41:33,2021-06-20T19:55:25,110.8,NETHERLANDS,UUBJ-QARW-9YN9,11.04
BW221109090160,shipped,Bol,2021-06-19T13:40:56,2021-06-20T19:55:32,159.4,NETHERLANDS,YN1Q-9DV6-WC2V,29.93
BW221109090157,shipped,Bol,2021-06-19T13:40:37,2021-06-20T19:55:29,7.44,NETHERLANDS,HXTE-1FAM-RC4C,1.59
BW221109090135,shipped,Bol,2021-06-19T13:40:20,2021-06-20T19:55:28,18.09,NETHERLANDS,V7AW-9X7W-6ELU,2.31
BW221109090130,shipped,Bol,2021-06-19T13:33:59,2021-06-20T19:50:18,20,NETHERLANDS,LEXN-XH2B-E6P7,4.63
BW221109090103,shipped,Bol,2021-06-19T13:33:59,2021-06-20T19:50:19,122.93,NETHERLANDS,E0R3-GLFJ-F2J8,9.92
BW221109090064,shipped,Bol,2021-06-19T13:33:35,2021-06-20T19:55:24,24.77,NETHERLANDS,HABN-0F90-T30C,5.5
BW221109090054,shipped,Bol,2021-06-19T13:33:14,2021-06-20T16:37:56,51.88,BELGIUM,UCY1-BLMH-0VDB,4.77
BW221109090030,shipped,Bol,2021-06-19T13:26:52,2021-06-20T19:55:32,27.64,NETHERLANDS,Y2H1-ED6N-CQBJ,6.02
BW221109090016,shipped,Bol,2021-06-19T13:26:28,2021-06-20T19:55:26,104.79,NETHERLANDS,KRKE-3CGA-J4QK,8.61
BW221109089976,shipped,Ebay,2021-06-19T13:26:15,2021-06-20T16:35:57,31.51,GERMANY,MU4F-3QX4-A5FQ,3.87
BW221109089845,shipped,Bol,2021-08-22T11:46:50,2021-08-22T17:30:33,54.36,NETHERLANDS,U9FM-JRVB-ALFX,4.95
BW221109089798,shipped,Bol,2021-11-25T11:18:43,2021-11-25T13:41:18,26.85,NETHERLANDS,3Y28-BA7X-UWRQ,5.87
BW221109089758,shipped,Amazon,2021-06-19T13:22:24,2021-06-20T14:00:37,236.92,GERMANY,TJHK-7JPR-8G6W,19.95
BW221109089748,shipped,Bol,2021-06-19T13:20:06,2021-06-20T19:55:26,34.97,NETHERLANDS,GGQ5-QB4U-CNDD,4.17
BW221109089584,shipped,Bol,2022-10-12T09:39:50,2022-10-12T15:32:54,58.76,BELGIUM,KPUF-73D9-9FHA,11.67
BW221109089547,shipped,Ebay,2021-06-19T13:19:38,2021-06-20T19:50:29,231.33,NETHERLANDS,UENX-VFA3-PGAP,24.35
BW221109089489,shipped,Bol,2021-06-19T13:19:23,2021-06-20T19:55:24,84.6,NETHERLANDS,42PR-30EV-D0DJ,16.35
BW221109089437,shipped,Bol,2021-06-19T13:19:06,2021-06-20T19:55:25,23.52,NETHERLANDS,65CJ-R6LX-0DPF,2.71
BW221109089431,shipped,Amazon,2021-06-19T13:15:17,2021-06-20T19:50:27,20.89,BELGIUM,N5P8-W90P-12MA,3.91
BW221109089343,shipped,Bol,2022-02-08T16:04:48,2022-02-08T20:06:47,76,NETHERLANDS,218D-D96K-GB50,14.79
BW221109089313,shipped,Bol,2021-10-17T10:39:57,2021-10-19T05:45:50,43.62,NETHERLANDS,TF4B-43JG-M36B,8.92
BW221109089263,shipped,Bol,2021-06-19T13:13:17,2021-06-20T19:52:43,152.39,NETHERLANDS,HGDE-EP8V-35JB,14.06
BW221109089163,shipped,Bol,2021-06-19T13:13:14,2021-06-20T19:50:18,49.36,BELGIUM,8ABV-976R-H87U,4.58
BW221109088962,shipped,Bol,2021-06-19T13:12:38,2021-06-20T16:37:57,31.48,BELGIUM,UCPQ-H4YW-XUJ8,3.29
BW221109088952,shipped,Bol,2021-06-19T13:07:20,2021-06-20T14:01:03,143.54,BELGIUM,ML9B-XRBH-5U4M,11.42
BW221109088855,shipped,Bol,2021-06-19T13:06:58,2021-06-20T19:52:44,67.79,NETHERLANDS,Q1P3-HC1U-9FA3,5.1
BW221109088765,shipped,Bol,2022-05-11T16:39:42,2022-05-11T18:15:05,56.82,NETHERLANDS,HBHG-LPUC-TCGD,7.13
BW221109088701,shipped,Bol,2021-06-19T13:06:22,2021-06-20T14:00:51,59.59,BELGIUM,2NLM-51T6-Y1AN,7.33
BW221109088667,shipped,Bol,2021-06-19T13:06:00,2021-06-20T16:35:54,94.31,NETHERLANDS,NDP5-A48M-GE8W,18.12
BW221109088663,shipped,Bol,2021-06-19T13:05:39,2021-06-20T19:50:21,150.69,NETHERLANDS,LWB9-MUBX-KUPA,11.94
BW221109088623,shipped,Bva NL,2021-08-20T09:45:18,2021-08-20T16:02:57,35.1,NETHERLANDS,0124f6c3-f0b6-4ded-b930-08d95f66f242,
BW221109088620,shipped,Bol,2021-10-19T10:04:41,2021-10-19T13:00:51,21.02,NETHERLANDS,CQ2Q-YP0K-8K2L,2.53
BW221109088603,shipped,Bol,2021-06-19T12:54:38,2021-06-20T19:52:46,169.31,NETHERLANDS,F11J-6P4K-H5VN,15.29
BW221109088551,shipped,Bol,2021-08-19T19:18:52,2021-08-20T15:58:39,145.09,BELGIUM,D95A-J1WM-X3LK,11.78
BW221109088430,shipped,Amazon,2021-06-19T12:50:13,2021-06-20T19:56:31,52.8,BELGIUM,VGW2-T7VF-GEPD,9.87
BW221109088292,shipped,Amazon,2021-06-19T12:50:09,2021-06-20T16:36:06,60.79,GERMANY,8MU5-M2DN-VN0A,5.27
BW221109088274,shipped,Amazon,2021-06-19T12:50:09,2021-06-20T16:35:59,270.63,GERMANY,B6QR-M8BA-4WQV,22.75
BW221109088184,shipped,Bol,2021-06-19T12:48:28,2021-06-20T14:00:41,66.91,NETHERLANDS,GWGU-EX53-N99Q,5.9
BW221109088122,shipped,Bol,2021-06-19T12:48:16,2021-06-20T19:52:43,10.9,NETHERLANDS,MMMB-TGQU-Y98H,2.46
BW221109088002,shipped,Bol,2021-06-19T12:47:47,2021-06-20T19:52:43,20.4,NETHERLANDS,MNJU-F4J7-QT28,3.47
BW221109087953,shipped,Bol,2021-06-19T12:47:36,2021-06-20T19:52:42,81.67,NETHERLANDS,PHXF-DCU4-AA4F,10.88
BW221109087913,shipped,Bva NL,2021-09-16T21:38:05,2021-09-17T12:56:04,14.04,BELGIUM,dc01862c-c638-4deb-bb5c-08d9785f8292,
BW221109087902,shipped,Bol,2021-06-19T12:41:45,2021-06-20T19:58:11,128.22,NETHERLANDS,LK93-TC2N-LAHB,11.86
BW221109087857,shipped,Bol,2021-06-19T12:41:26,2021-06-20T19:52:41,19.77,NETHERLANDS,B995-Y83G-QP1C,4.59
BW221109087833,shipped,Bol,2021-06-19T12:41:09,2021-06-20T19:52:40,96.3,NETHERLANDS,7WK5-R8WF-C32D,7.99
BW221109087752,shipped,Bol,2021-06-19T12:40:44,2021-06-20T19:52:39,56.34,NETHERLANDS,3FBP-RHUW-V5RN,5.09
BW221109087730,shipped,Bol,2021-06-19T12:40:29,2021-06-20T19:52:39,112.64,NETHERLANDS,NG2A-DJ20-X90L,9.18
BW221109087715,shipped,Bol,2021-06-19T12:40:06,2021-06-20T14:00:48,371.41,NETHERLANDS,D0UG-GGH6-AMMQ,27.96
BW221109087684,shipped,Bva NL,2021-06-19T12:38:11,2021-06-20T16:35:56,31.59,NETHERLANDS,2f24b4b2-b40f-481f-4951-08d931970130,
BW221109087615,shipped,Bva NL,2021-06-19T12:38:11,2021-06-20T14:00:32,33.93,NETHERLANDS,14cf4484-5ac7-47a6-4950-08d931970130,
BW221109087498,shipped,Bol,2021-06-19T12:33:40,2021-06-20T16:35:58,53.07,NETHERLANDS,EH8X-5J92-5HR7,4.85
BW221109087469,shipped,Bol,2021-06-19T12:33:16,2021-06-20T19:55:22,119.75,NETHERLANDS,M6R9-X0UP-RAUV,10.25
BW221109087454,shipped,Amazon,2021-06-19T12:29:08,2021-06-20T19:50:19,33.15,AUSTRIA,PJ04-20E8-K045,6.42
BW221109087412,shipped,Bol,2021-06-19T12:27:13,2021-06-20T19:50:18,69.13,NETHERLANDS,FPHJ-49WH-9DUD,6.02
BW221109087354,shipped,Bol,2021-11-22T18:25:43,2021-11-22T20:46:53,37.53,BELGIUM,PPJQ-3U33-491V,3.75
BW221109087221,shipped,Bol,2021-11-22T17:32:45,2021-11-22T20:47:19,72.78,NETHERLANDS,MDJB-7ERD-U0KR,7.16
BW221109087200,shipped,Bol,2021-06-19T12:26:25,2021-06-20T16:37:55,115.02,BELGIUM,TVHP-QB3T-6X78,10.74
BW221109087180,shipped,Ebay,2021-06-19T12:19:46,2021-06-20T14:01:00,12.82,FRANCE,76M4-D6AV-PJ3P,1.32
BW221109087045,shipped,Ebay,2021-06-19T12:19:46,2021-06-20T19:56:30,22.1,NETHERLANDS,RARA-URR2-UPGR,2.33
BW221109086994,shipped,Bol,2021-07-13T06:04:46,2021-07-13T14:05:30,459.24,NETHERLANDS,C5RU-7A16-CCMH,39.9
BW221109086992,shipped,Amazon,2021-06-19T12:15:15,2021-06-20T19:56:28,32.22,BELGIUM,CV7C-YWLW-NEVE,2.81
BW221109086981,shipped,Amazon,2021-06-19T12:15:15,2021-06-20T16:35:59,37,FRANCE,D36M-XKP8-LW3H,6.86
BW221109086761,shipped,Bol,2021-06-19T12:12:34,2021-06-20T19:55:22,158.35,NETHERLANDS,XM8P-GXGP-7M6B,14.5
BW221109086643,shipped,Bol,2021-06-19T12:12:13,2021-06-20T14:00:54,94.86,NETHERLANDS,Q7HJ-M80X-9QY9,18.22
BW221109086534,shipped,Bva NL,2021-06-19T12:10:11,2021-06-20T19:56:28,14.04,NETHERLANDS,7ccac4b8-a24b-4bec-7b76-08d93196ff52,
BW221109086084,shipped,Bol,2021-06-19T12:06:12,2021-06-20T19:55:20,46.79,NETHERLANDS,WXJW-0N77-GBVP,4.4
BW221109086078,shipped,Bol,2021-06-19T12:05:52,2021-06-20T19:55:19,18.61,NETHERLANDS,RRTH-6Q8B-NLV4,2.35
BW221109085928,shipped,Bol,2021-06-19T12:05:35,2021-06-20T19:55:19,41.74,NETHERLANDS,XN7A-N15F-T3ET,8.58
BW221109085868,shipped,Bol,2021-06-19T12:05:13,2021-06-20T14:00:53,28.27,NETHERLANDS,V5DR-V6Q1-LCMN,3.05
BW221109085864,shipped,Bol,2021-06-19T12:04:48,2021-06-20T14:01:03,105.99,NETHERLANDS,7D80-VYWG-PMAR,20.24
BW221109085835,shipped,Bol,2021-06-19T11:55:38,2021-06-20T19:55:18,21.89,NETHERLANDS,VC5T-0GEQ-952N,4.97
BW221109085807,shipped,Bol,2021-06-19T11:55:15,2021-06-20T19:55:18,21.81,NETHERLANDS,C6YM-WEQJ-3GP8,3.64
BW221109085748,shipped,Bol,2021-06-19T11:55:03,2021-06-20T19:55:20,26.62,NETHERLANDS,3AAL-K3RD-DNQD,5.83
BW221109085609,shipped,Bol,2021-06-19T11:54:18,2021-06-20T14:01:04,41.86,BELGIUM,LGQP-TQ99-KMFC,4.04
BW221109085594,shipped,Ebay,2021-06-19T11:54:17,2021-06-20T14:00:37,87.5,GERMANY,1CKU-GBG3-BQ0J,5.51
BW221109085571,shipped,Bol,2021-06-19T11:48:14,2021-06-20T19:55:22,48.67,NETHERLANDS,QRUW-G2QT-HPLF,9.83
BW221109085542,shipped,Bol,2021-06-19T11:47:54,2021-06-20T19:50:31,114.2,BELGIUM,2D3K-RK9J-AXTE,7.91
BW221109085489,shipped,Ebay,2021-06-19T11:47:34,2021-06-20T14:01:02,22.36,BELGIUM,KGP2-TQ77-R1K4,2.35
BW221109085331,shipped,Bol,2021-06-19T11:47:30,2021-06-20T19:51:39,23.4,BELGIUM,0LN7-5GAU-B1H1,5.25
BW221109085162,shipped,Bol,2021-06-19T11:47:11,2021-06-20T19:55:23,72.46,NETHERLANDS,8FF3-VEY5-AMV0,14.15
BW221109085101,shipped,Bol,2021-06-19T11:41:09,2021-06-20T19:51:39,474.18,NETHERLANDS,QU09-3FWJ-MYP2,31.69
BW221109084942,shipped,Bol,2021-06-19T11:40:49,2021-06-20T16:36:05,79.19,BELGIUM,H3X1-RX78-CNXX,8.75
BW221109084935,shipped,Ebay,2021-06-19T11:40:40,2021-06-20T14:00:59,59.78,GERMANY,LGED-RENW-7L4M,3.86
BW221109084909,shipped,Ebay,2021-06-19T11:40:40,2021-06-20T14:00:37,114.49,GERMANY,P516-EJQB-33E0,7.11
BW221109084895,shipped,Bol,2021-06-19T11:40:06,2021-06-20T16:37:18,19.84,NETHERLANDS,HXBX-A67U-MHG8,4.6
BW221109084843,shipped,Bol,2021-06-19T11:34:00,2021-06-20T16:37:54,12.23,BELGIUM,NCLE-Y4XW-K3PK,2.7
BW221109084812,shipped,Bol,2021-06-19T11:33:42,2021-06-20T16:35:53,138.38,BELGIUM,DNHM-DPGG-8EF0,12.72
BW221109084700,shipped,Bol,2021-06-19T11:33:17,2021-06-20T19:55:16,158.49,NETHERLANDS,DJRF-D9M3-2CT8,29.77
BW221109084634,shipped,Amazon,2021-06-19T11:29:07,2021-06-20T16:36:01,46.38,FRANCE,5Q5B-XMJA-697C,4.01
BW221109084608,shipped,Bol,2021-06-19T11:26:15,2021-06-20T19:55:16,76.84,NETHERLANDS,3L4J-3KX2-2AHP,8.58
BW221109084545,shipped,Amazon,2021-06-19T11:22:39,2021-06-20T16:35:54,69.45,FRANCE,B176-KC48-4W15,6.01
BW221109084384,shipped,Amazon,2021-06-19T11:22:39,2021-06-20T16:35:57,106.33,FRANCE,8E55-604G-EG9V,19.71
BW221109084365,shipped,Amazon,2021-06-19T11:22:39,2021-06-20T19:50:22,86.47,FRANCE,M6YF-52YX-DH5P,16.03
BW221109084300,shipped,Ebay,2021-06-19T11:19:40,2021-06-20T14:01:06,50.23,GERMANY,VCK9-VJH5-40FT,5.88
BW221109084168,shipped,Ebay,2021-06-19T11:19:40,2021-06-20T14:01:11,42.62,GERMANY,MBYH-KEYB-4B47,2.84
BW221109084019,shipped,Bol,2021-06-19T11:19:24,2021-06-20T19:55:20,15.55,NETHERLANDS,X81H-7X4H-B553,3.3
BW221109084009,shipped,Bol,2021-06-19T11:19:05,2021-06-20T19:55:14,37.34,NETHERLANDS,M0NG-C7K5-TLB5,7.78
BW221109083934,shipped,Bol,2021-06-19T11:12:54,2021-06-20T16:37:53,81.11,BELGIUM,VQHJ-LGQ0-TYK5,15.72
BW221109083902,shipped,Bol,2021-06-19T11:12:37,2021-06-20T19:55:18,27.7,NETHERLANDS,FB3Q-GQ7Q-08WK,3.01
BW221109083823,shipped,Bol,2021-06-19T11:12:12,2021-06-20T19:55:18,58.13,NETHERLANDS,NVC0-X8E7-DNB0,6.52
BW221109083808,shipped,Bol,2021-12-30T21:04:51,2021-12-31T11:31:11,79.08,NETHERLANDS,R75T-GWYK-C3BN,13.44
BW221109083748,shipped,Ebay,2022-05-09T09:29:03,2022-05-09T13:11:51,24.58,GERMANY,TDTT-HQX5-PYM9,3.77
BW221109083569,shipped,Bol,2021-06-19T11:05:47,2021-06-20T14:00:53,32.07,BELGIUM,PMBA-FPEP-EAYW,3.72
